I17PERIOD;I17TIMEST;I17SOLO;I17FUNCSYSTEM;I17PORTID;I17CLASSID;I17CFTYPE;I17CFID;I17CFREV;I17CFDATE1;I17CFDATE2;I17VALUE;I17CURR;I17FUNCTVALUE;I17FUNCTCURR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_12;;Z30P;CZR_DEF_20220427190437_1790;;20211231;20211231;21842,46;EUR;21842,46;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_670;;Z30P;CZR_DEF_20220427190437_1791;;20211231;20211231;23824,62;CZK;958,43;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_571;;Z10R;CZR_DEF_20220427190437_1792;;20211231;20211231;-851,65;EUR;-851,65;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_564;;Z20R;CZR_DEF_20220427190437_1793;;20211231;20211231;-1844501,92;RSD;-15686,93;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_209;;Z10R;CZR_DEF_20220427190437_1794;;20211231;20211231;-57238,10;TRY;-3757,38;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2019_NO_593;;Z20P;CZR_DEF_20220427190437_1795;;20211231;20211231;11911,37;EUR;11911,37;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2020_NO_316;;Y10P;CZR_DEF_20220427190437_1796;;20211231;20211231;8902,64;EUR;8902,64;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_568;;Z30P;CZR_DEF_20220427190437_1797;;20211231;20211231;7429,69;EUR;7429,69;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_338;;Z10R;CZR_DEF_20220427190437_1798;;20211231;20211231;-35810,00;EUR;-35810,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_550;;Z10R;CZR_DEF_20220427190437_1799;;20211231;20211231;-102042,07;EUR;-102042,07;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2019_NO_219;;Z10R;CZR_DEF_20220427190437_18;;20211231;20211231;-4894,00;EUR;-4894,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_172;;Z10R;CZR_DEF_20220427190437_180;;20211231;20211231;-41989,08;EUR;-41989,08;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_725;;Z10R;CZR_DEF_20220427190437_1800;;20211231;20211231;-1637,61;EUR;-1637,61;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_415;;Z10R;CZR_DEF_20220427190437_1801;;20211231;20211231;-1918021,35;CZK;-77159,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2019_NO_580;;Z20P;CZR_DEF_20220427190437_1802;;20211231;20211231;1820,00;CZK;73,22;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_368;;Z20P;CZR_DEF_20220427190437_1803;;20211231;20211231;128942,95;EUR;128942,95;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_510;;Z20P;CZR_DEF_20220427190437_1804;;20211231;20211231;24604,00;TRY;1615,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_272;;Z10R;CZR_DEF_20220427190437_1805;;20211231;20211231;-43504,30;EUR;-43504,30;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_15;;Z30P;CZR_DEF_20220427190437_1806;;20211231;20211231;4070,46;EUR;4070,46;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_667;;Y20R;CZR_DEF_20220427190437_1807;;20211231;20211231;-1913674,87;EUR;-1913674,87;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_273;;Z20P;CZR_DEF_20220427190437_1808;;20211231;20211231;56944,27;EUR;56944,27;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_136;;Z20P;CZR_DEF_20220427190437_1809;;20211231;20211231;25372953,71;TRY;1665602,37;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_45;;Z10R;CZR_DEF_20220427190437_181;;20211231;20211231;-3347,00;EUR;-3347,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_474;;Z20P;CZR_DEF_20220427190437_1810;;20211231;20211231;15772,94;CHF;15267,58;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_492;;Z5200;CZR_DEF_20220427190437_1811;;20211231;20211231;57446,07;EUR;57446,07;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2019_NO_399;;Z10P;CZR_DEF_20220427190437_1812;;20211231;20211231;17738,68;PLN;3858,84;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_132;;Z10R;CZR_DEF_20220427190437_1813;;20211231;20211231;-13210295,18;USD;-11663689,90;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_563;;Z20P;CZR_DEF_20220427190437_1814;;20211231;20211231;584257,02;EUR;584257,02;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_360;;Z20R;CZR_DEF_20220427190437_1815;;20211231;20211231;-503,93;EUR;-503,93;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_302;;Z20P;CZR_DEF_20220427190437_1816;;20211231;20211231;16870,68;EUR;16870,68;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_570;;Z10R;CZR_DEF_20220427190437_1817;;20211231;20211231;-1326460,15;EUR;-1326460,15;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_720;;Z20P;CZR_DEF_20220427190437_1818;;20211231;20211231;17456,17;CZK;702,24;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_612;;Z10R;CZR_DEF_20220427190437_182;;20211231;20211231;-567689,02;EUR;-567689,02;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_639;;Z20P;CZR_DEF_20220427190437_1820;;20211231;20211231;38959,84;EUR;38959,84;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_172;;Z30P;CZR_DEF_20220427190437_1822;;20211231;20211231;43769,25;EUR;43769,25;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_520;;Z10R;CZR_DEF_20220427190437_1823;;20211231;20211231;-14332,78;EUR;-14332,78;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_481;;Z20P;CZR_DEF_20220427190437_1824;;20211231;20211231;7590404,93;RSD;64565,14;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_273;;Z10R;CZR_DEF_20220427190437_1825;;20211231;20211231;-20543,80;EUR;-20543,80;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_364;;Z20P;CZR_DEF_20220427190437_1826;;20211231;20211231;453621,57;EUR;453621,57;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_158;;Z10R;CZR_DEF_20220427190437_1827;;20211231;20211231;-3156314,24;CZK;-126973,78;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_647;;Z10P;CZR_DEF_20220427190437_1828;;20211231;20211231;18870,02;EUR;18870,02;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P170_2019_NO_182;;Z10R;CZR_DEF_20220427190437_1829;;20211231;20211231;-2342,00;USD;-2067,81;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_502;;Z5000;CZR_DEF_20220427190437_183;;20211231;20211231;-7161,06;EUR;-7161,06;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_608;;Z20R;CZR_DEF_20220427190437_1830;;20211231;20211231;-42434,06;EUR;-42434,06;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_614;;Z10R;CZR_DEF_20220427190437_1831;;20211231;20211231;-145039,62;EUR;-145039,62;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_477;;Z30P;CZR_DEF_20220427190437_1832;;20211231;20211231;4920,36;EUR;4920,36;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_32;;Z10R;CZR_DEF_20220427190437_1833;;20211231;20211231;-194722,49;EUR;-194722,49;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P310_2021_NO_78;;Y10P;CZR_DEF_20220427190437_1834;;20211231;20211231;509795,43;EUR;509795,43;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_241;;Z10R;CZR_DEF_20220427190437_1835;;20211231;20211231;-375070,00;EUR;-375070,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_552;;Z30P;CZR_DEF_20220427190437_1836;;20211231;20211231;17975,54;EUR;17975,54;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_201;;Z10R;CZR_DEF_20220427190437_1837;;20211231;20211231;-321642,95;EUR;-321642,95;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2020_NO_663;;Y20R;CZR_DEF_20220427190437_1838;;20211231;20211231;-764148,89;GEL;-218688,38;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_519;;Z20P;CZR_DEF_20220427190437_1839;;20211231;20211231;172677,00;CZK;6946,54;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_172;;Z30P;CZR_DEF_20220427190437_184;;20211231;20211231;4198,91;EUR;4198,91;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_378;;Z10P;CZR_DEF_20220427190437_1840;;20211231;20211231;296953,79;RSD;2525,97;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_279;;Z20P;CZR_DEF_20220427190437_1841;;20211231;20211231;3481,96;USD;3074,31;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_424;;Z10R;CZR_DEF_20220427190437_1842;;20211231;20211231;-22504,01;EUR;-22504,01;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2019_NO_592;;Z10R;CZR_DEF_20220427190437_1843;;20211231;20211231;-46734,59;EUR;-46734,59;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2021_NO_662;;Y20R;CZR_DEF_20220427190437_1844;;20211231;20211231;-53112524,86;EUR;-53112524,86;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_262;;Z10R;CZR_DEF_20220427190437_1845;;20211231;20211231;-2360,83;EUR;-2360,83;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_465;;Y5200;CZR_DEF_20220427190437_1846;;20211231;20211231;1,19;TRY;0,08;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_32;;Z20P;CZR_DEF_20220427190437_1847;;20211231;20211231;6518,35;EUR;6518,35;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P160_2021_NO_585;;Z10R;CZR_DEF_20220427190437_1848;;20211231;20211231;-17968,89;EUR;-17968,89;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_166;;Z10R;CZR_DEF_20220427190437_1849;;20211231;20211231;-209089,01;EUR;-209089,01;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_475;;Z10R;CZR_DEF_20220427190437_185;;20211231;20211231;-186581,99;EUR;-186581,99;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_489;;Z10P;CZR_DEF_20220427190437_1850;;20211231;20211231;26762,38;EUR;26762,38;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_703;;Z10R;CZR_DEF_20220427190437_1851;;20211231;20211231;-3741,51;EUR;-3741,51;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2020_NO_411;;Y10P;CZR_DEF_20220427190437_1852;;20211231;20211231;451467,09;RSD;3839,59;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_32;;Z5200;CZR_DEF_20220427190437_1853;;20211231;20211231;-595,14;EUR;-595,14;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_265;;Z10R;CZR_DEF_20220427190437_1854;;20211231;20211231;-86922,59;EUR;-86922,59;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_73;;Z10R;CZR_DEF_20220427190437_1855;;20211231;20211231;-22037,32;EUR;-22037,32;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_274;;Z20P;CZR_DEF_20220427190437_1856;;20211231;20211231;208,29;EUR;208,29;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2021_NO_282;;Y10P;CZR_DEF_20220427190437_1857;;20211231;20211231;129646,80;PLN;28203,09;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_138;;Z20P;CZR_DEF_20220427190437_1858;;20211231;20211231;246880,00;EUR;246880,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_167;;Z5200;CZR_DEF_20220427190437_1859;;20211231;20211231;-958824,55;EUR;-958824,55;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_713;;Z20P;CZR_DEF_20220427190437_186;;20211231;20211231;6322,19;USD;5582,01;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_19;;Z5000;CZR_DEF_20220427190437_1860;;20211231;20211231;-49415,44;EUR;-49415,44;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_652;;Z20P;CZR_DEF_20220427190437_1861;;20211231;20211231;1498410,76;PLN;325961,14;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_21;;Z10R;CZR_DEF_20220427190437_1862;;20211231;20211231;-933369,78;CZK;-37548,06;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_284;;Z30R;CZR_DEF_20220427190437_1863;;20211231;20211231;-413,20;EUR;-413,20;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_472;;Z30P;CZR_DEF_20220427190437_1864;;20211231;20211231;6792,84;EUR;6792,84;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_486;;Y20R;CZR_DEF_20220427190437_1865;;20211231;20211231;-12114,14;EUR;-12114,14;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_421;;Z20P;CZR_DEF_20220427190437_1866;;20211231;20211231;147505,80;EUR;147505,80;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_124;;Z20P;CZR_DEF_20220427190437_1867;;20211231;20211231;32220757,62;EUR;32220757,62;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_359;;Z20P;CZR_DEF_20220427190437_1868;;20211231;20211231;3901,14;EUR;3901,14;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_489;;Z10R;CZR_DEF_20220427190437_1869;;20211231;20211231;-3314,64;EUR;-3314,64;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_350;;Z20R;CZR_DEF_20220427190437_187;;20211231;20211231;-54777,03;EUR;-54777,03;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_288;;Z10R;CZR_DEF_20220427190437_1870;;20211231;20211231;-122410,45;EUR;-122410,45;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_380;;Z10R;CZR_DEF_20220427190437_1871;;20211231;20211231;-2775430,88;UAH;-89754,12;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_66;;Z20P;CZR_DEF_20220427190437_1872;;20211231;20211231;378260,02;TRY;24830,80;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_198;;Z20R;CZR_DEF_20220427190437_1873;;20211231;20211231;-2153,47;EUR;-2153,47;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_607;;Z20P;CZR_DEF_20220427190437_1874;;20211231;20211231;45163,43;EUR;45163,43;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_155;;Z10R;CZR_DEF_20220427190437_1875;;20211231;20211231;-948771,44;EUR;-948771,44;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_614;;Z10R;CZR_DEF_20220427190437_1876;;20211231;20211231;-420505,85;EUR;-420505,85;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_504;;Z20P;CZR_DEF_20220427190437_1877;;20211231;20211231;198115,79;CZK;7969,90;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_251;;Z10R;CZR_DEF_20220427190437_1878;;20211231;20211231;-10834,98;EUR;-10834,98;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_262;;Z10R;CZR_DEF_20220427190437_1879;;20211231;20211231;-120296,95;EUR;-120296,95;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_6;;Z20P;CZR_DEF_20220427190437_188;;20211231;20211231;310308,76;EUR;310308,76;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_670;;Z30P;CZR_DEF_20220427190437_1880;;20211231;20211231;129627,74;CZK;5214,73;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_568;;Z30P;CZR_DEF_20220427190437_1881;;20211231;20211231;461,25;EUR;461,25;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_700;;Z20R;CZR_DEF_20220427190437_1882;;20211231;20211231;-689026,58;EUR;-689026,58;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_720;;Z10R;CZR_DEF_20220427190437_1883;;20211231;20211231;-14746,94;CZK;-593,25;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_371;;Z30P;CZR_DEF_20220427190437_1884;;20211231;20211231;219752,80;CZK;8840,33;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_3;;Z20R;CZR_DEF_20220427190437_1886;;20211231;20211231;-45757,55;EUR;-45757,55;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_518;;Z10P;CZR_DEF_20220427190437_1887;;20211231;20211231;7241795,25;CZK;291326,54;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_341;;Z20P;CZR_DEF_20220427190437_1888;;20211231;20211231;839,14;EUR;839,14;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_450;;Z20P;CZR_DEF_20220427190437_1889;;20211231;20211231;12308,45;USD;10867,43;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_571;;Z10R;CZR_DEF_20220427190437_189;;20211231;20211231;-5618,70;EUR;-5618,70;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_649;;Z10P;CZR_DEF_20220427190437_1890;;20211231;20211231;362,37;EUR;362,37;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_467;;Y20R;CZR_DEF_20220427190437_1891;;20211231;20211231;-12846146,63;USD;-11342174,32;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_702;;Z20P;CZR_DEF_20220427190437_1892;;20211231;20211231;200426,46;EUR;200426,46;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_653;;Z20P;CZR_DEF_20220427190437_1893;;20211231;20211231;1208590,15;PLN;262914,17;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_502;;Z5200;CZR_DEF_20220427190437_1894;;20211231;20211231;-3754,10;EUR;-3754,10;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_640;;Z20P;CZR_DEF_20220427190437_1895;;20211231;20211231;134455,64;EUR;134455,64;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_646;;Z20P;CZR_DEF_20220427190437_1896;;20211231;20211231;140092,39;EUR;140092,39;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_360;;Z20P;CZR_DEF_20220427190437_1897;;20211231;20211231;45665,32;EUR;45665,32;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_310;;Z10R;CZR_DEF_20220427190437_1898;;20211231;20211231;-116,84;EUR;-116,84;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_41;;Z20P;CZR_DEF_20220427190437_1899;;20211231;20211231;2125,36;EUR;2125,36;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_668;;Z20P;CZR_DEF_20220427190437_19;;20211231;20211231;24674,73;EUR;24674,73;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_517;;Z10R;CZR_DEF_20220427190437_190;;20211231;20211231;-769432,57;EUR;-769432,57;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_690;;Y20R;CZR_DEF_20220427190437_1900;;20211231;20211231;-2025015;HUF;-5485,02;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_129;;Z30P;CZR_DEF_20220427190437_1901;;20211231;20211231;1855,10;EUR;1855,10;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_537;;Z20P;CZR_DEF_20220427190437_1902;;20211231;20211231;19,59;PLN;4,26;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_376;;Z20R;CZR_DEF_20220427190437_1903;;20211231;20211231;-2220,36;PLN;-483,01;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_366;;Z10R;CZR_DEF_20220427190437_191;;20211231;20211231;-273288,93;EUR;-273288,93;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_66;;Z10R;CZR_DEF_20220427190437_192;;20211231;20211231;-10759492,64;TRY;-706304,70;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_553;;Z30R;CZR_DEF_20220427190437_193;;20211231;20211231;-135,79;EUR;-135,79;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2021_NO_412;;Y10P;CZR_DEF_20220427190437_194;;20211231;20211231;596999,01;UAH;19306,24;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_729;;Z10P;CZR_DEF_20220427190437_195;;20211231;20211231;5747,42;USD;5074,54;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_115;;Z10R;CZR_DEF_20220427190437_196;;20211231;20211231;-32803,37;EUR;-32803,37;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_356;;Z10P;CZR_DEF_20220427190437_197;;20211231;20211231;385319,00;EUR;385319,00;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_671;;Z30P;CZR_DEF_20220427190437_198;;20211231;20211231;6000,35;EUR;6000,35;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_502;;Z5000;CZR_DEF_20220427190437_199;;20211231;20211231;-129396,39;EUR;-129396,39;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_172;;Z20P;CZR_DEF_20220427190437_2;;20211231;20211231;14204,72;EUR;14204,72;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_631;;Z20P;CZR_DEF_20220427190437_20;;20211231;20211231;1334379,61;EUR;1334379,61;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_661;;Y20R;CZR_DEF_20220427190437_200;;20211231;20211231;-31678732,58;CZK;-1274387,83;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2021_NO_465;;Y10P;CZR_DEF_20220427190437_201;;20211231;20211231;20756882,89;TRY;1362581,34;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_676;;Z30P;CZR_DEF_20220427190437_202;;20211231;20211231;42905,24;TRY;2816,51;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_427;;Z10R;CZR_DEF_20220427190437_203;;20211231;20211231;-18055,71;EUR;-18055,71;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_128;;Z20R;CZR_DEF_20220427190437_204;;20211231;20211231;-922882,12;CZK;-37126,16;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRH_P510_2019_NO_485;;Y10P;CZR_DEF_20220427190437_205;;20211231;20211231;135047,50;CZK;5432,76;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2021_NO_195;;Z10R;CZR_DEF_20220427190437_206;;20211231;20211231;-143154,65;EUR;-143154,65;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2019_NO_267;;Z20P;CZR_DEF_20220427190437_207;;20211231;20211231;194210,92;EUR;194210,92;EUR
2021012;20220427190437;CZR;CZR_DEF;CZR_ACP_PRI_P500_2020_NO_138;;Z10R;CZR_DEF_20220427190437_209;;20211231;20211231;-10231,94;EUR;-10231,94;EUR
